tag_id,camera_role,metric,count,mean_raw,median,std_raw,mad,robust_sigma,outlier_count,mean_clean,std_clean,min_clean,max_clean
32,rear,single_heading_err_deg,2,15.6415,15.6415,10.90005103199063,7.7075,11.4271395,0,15.6415,10.90005103199063,7.934,23.349
32,rear,single_pos_err_cm,2,30.294999999999998,30.294999999999998,24.95379830807326,17.644999999999996,26.160476999999993,0,30.294999999999998,24.95379830807326,12.65,47.94
32,rear,yaw_error_deg,2,-4.38,-4.38,10.958740894829115,7.7490000000000006,11.4886674,0,-4.38,10.958740894829115,-12.129,3.369
33,front,angle_error_deg,9,1.156111111111111,-1.261,4.9658138669417635,3.303,4.8970278,0,1.156111111111111,4.9658138669417635,-5.109,10.001
33,front,distance_error_cm,9,-1.2077777777777776,-0.34,3.916046404786905,1.8900000000000001,2.802114,0,-1.2077777777777776,3.916046404786905,-7.3,4.32
33,front,single_heading_err_deg,9,10.403333333333334,4.124,16.660921185516724,3.4339999999999997,5.0912484,1,5.1035,5.3229631382744484,0.033,16.516
33,front,single_pos_err_cm,9,49.263333333333335,15.43,101.58648630600432,7.97,11.816322,1,15.7125,14.692600421397744,3.52,49.35
33,front,yaw_error_deg,9,-8.158888888888889,-2.874,17.812501961013538,3.274,4.8540323999999995,1,-2.420875,4.894544556004602,-10.373,6.041
33,rear,angle_error_deg,3,3.222,5.181,7.446342122142926,4.312,6.3929712,0,3.222,7.446342122142926,-5.008,9.493
33,rear,distance_error_cm,3,-0.6066666666666668,-2.54,5.329815506500514,2.16,3.202416,0,-0.6066666666666668,5.329815506500514,-4.7,5.42
33,rear,single_heading_err_deg,3,7.449333333333333,1.486,10.939732370279145,0.699,1.0363373999999999,1,1.1365,0.4942676400493967,0.787,1.486
33,rear,single_pos_err_cm,3,37.86666666666667,33.6,18.463516277603606,11.690000000000001,17.331594000000003,0,37.86666666666667,18.463516277603606,21.91,58.09
33,rear,yaw_error_deg,3,-3.236333333333333,-3.522,11.80209321829536,11.371,16.858644599999998,0,-3.236333333333333,11.80209321829536,-14.893,8.706
